Nf1	Nf2	Nf3	Rx1	Rx2	Rx3
Myo1f	1155	692	1560	216	67	258
Myo1g	305	351	404	90	11	83
Myo1h	10	12	16	9	9	11
Myo3a	0	0	0	11	3	29
Myo3b	3	0	17	3	1	0
Myo5a	5622	6208	6613	5582	5817	10169
Myo5b	56	21	34	44	124	33
Myo5c	21	29	14	33	165	10
Myo6	1389	1477	1503	1473	1050	1638
Myo7a	252	235	252	264	161	282
Myo7b	10	69	3	26	23	11
Myo9a	4518	5037	4746	4843	4363	7735
Myo9b	3170	2902	3238	1931	1319	2108
Myoc	1328	1046	514	1281	473	599
Myocd	51	19	9	21	24	18
Myod1	0	1	0	0	4	0
Myof	1866	1714	2229	865	452	645
Myog	0	6	0	1	3	0
Myom1	228	1778	165	123	2195	149
Myom2	12	724	1	10	985	20
Myom3	13	173	1	10	30	4
Myot	68	3475	0	10	2712	29
Myoz1	3	315	0	10	631	18
Myoz2	18	277	21	11	27	4
Myoz3	54	206	37	47	373	77
Mypn	12	594	0	9	1122	40
Mypop	74	97	100	73	71	83
Myrf	20	79	35	42	43	64
Myrfl	26	34	20	72	97	216
Myrip	64	89	48	132	129	184
Mysm1	1951	2293	2244	1279	1020	1604
Myt1	60	210	42	438	437	1099
Myt1l	134	289	153	524	704	1616
Myzap	56	93	44	50	38	26
Mzb1	0	0	5	2	0	0
Mzf1	30	48	30	25	46	40
Mzt1	447	509	443	348	351	466
Mzt2	22	24	17	35	11	33
N28178	232	951	229	1688	2193	4568
N4bp1	2351	2568	2476	1719	1638	2098
N4bp2	305	298	311	126	137	153
N4bp2l1	150	137	231	79	102	129
N4bp2l2	1794	1977	1690	1323	1163	1680
N4bp3	41	62	81	26	28	41
N6amt1	559	554	540	514	476	612
N6amt2	68	51	41	25	51	45
Naa10	52	45	83	38	54	33
Naa11	0	3	4	1	0	0
Naa15	1550	1588	1559	1315	1566	1793
Naa16	597	636	572	376	383	515
Naa20	377	300	316	253	326	304
Naa25	277	337	392	227	368	446
Naa30	326	384	452	343	443	396
Naa35	530	550	578	415	499	633
Naa38	69	80	78	64	92	108
Naa40	94	61	77	59	59	62
Naa50	1130	1154	1186	904	1169	838
Naa60	483	521	462	411	348	431
Naaa	456	401	896	275	213	330
Naalad2	694	989	742	295	198	304
Naaladl1	2	9	7	1	0	3
Nab1	1887	2167	1929	1373	1323	1584
Nab2	801	787	912	507	468	586
Nabp1	456	167	683	925	689	287
Nabp2	467	625	561	496	530	504
Naca	1750	4062	1736	1336	3750	1352
Nacad	131	468	170	487	562	1520
Nacc1	1388	1466	1783	1436	1301	1898
Nacc2	2191	2974	2652	3100	3300	5091
Nadk	509	486	666	460	549	381
Nadk2	227	355	225	258	350	236
Nadsyn1	57	132	112	95	110	109
Nae1	702	593	617	573	597	793
Naf1	110	80	92	109	66	78
Naga	449	425	556	229	151	183
Nagk	99	112	99	68	65	132
Naglu	88	89	88	45	44	60
Nagpa	282	289	459	245	194	183
Nags	1	0	0	0	0	0
Naif1	18	36	18	20	9	22
Naip1	15	37	28	19	15	51
Naip2	257	237	273	108	77	110
Naip5	508	336	290	206	130	137
Naip6	210	116	244	35	12	24
Naip7	0	0	3	0	1	0
Nalcn	464	721	328	445	295	642
Nampt	2138	2359	2027	2751	3373	1901
Nanog	78	77	75	49	59	58
Nanos1	38	63	73	61	52	71
Nanos2	2	2	1	0	5	0
Nanos3	1	9	2	1	0	1
Nanp	41	51	32	30	23	31
Nans	52	77	70	47	30	60
Nap1l1	2657	2774	2842	2202	2357	3256
Nap1l2	55	111	43	256	294	567
Nap1l3	27	94	56	103	170	311
Nap1l4	884	987	976	815	1024	1114
Nap1l5	85	175	87	343	332	790
Napa	380	441	381	425	388	673
Napb	593	1300	661	1850	2197	4224
Napepld	607	1113	475	819	672	689
Napg	646	811	629	806	949	1521
Naprt1	58	63	55	36	14	23
Napsa	88	48	175	2	5	2
Narf	563	586	463	402	633	626
Narfl	76	87	113	73	123	108
Narg2	406	451	575	307	288	373
Nars	1996	2534	2209	2365	2438	3719
Nars2	279	238	222	220	309	262
Nasp	322	369	317	239	205	307
Nat1	0	0	1	3	30	0
Nat10	220	241	279	224	199	263
Nat14	46	39	62	23	10	59
Nat2	86	81	93	62	43	58
Nat3	0	6	0	0	0	2
Nat6	244	230	283	206	236	138
Nat8	0	0	0	0	0	7
Nat8l	327	482	720	973	1196	1354
Nat9	29	43	40	36	51	34
Nav1	3873	5768	3271	3797	3147	5654
Nav2	3399	3868	3733	1204	980	1800
Nav3	1401	935	1141	488	396	768
Nbas	1090	1270	1380	924	868	1197
Nbea	1591	1671	1414	1408	1426	2228
Nbeal1	4150	4035	3736	3402	2973	4239
Nbeal2	426	233	560	126	123	220
Nbl1	583	1144	494	626	452	712
Nbn	177	266	218	215	193	175
Nbr1	2157	2841	2076	1917	1904	2127
Ncald	380	248	310	306	311	702
Ncam1	5821	6655	6466	3576	2404	4868
Ncam2	210	390	412	279	381	772
Ncan	77	113	158	195	820	487
Ncapd2	121	167	126	98	97	127
Ncapd3	678	857	609	662	507	598
Ncapg	57	64	64	43	29	40
Ncapg2	267	354	282	159	141	191
Ncaph	62	103	84	52	24	33
Ncaph2	107	92	129	118	99	125
Ncbp1	529	619	704	454	468	585
Ncbp2	565	742	781	704	499	711
Nccrp1	35	35	52	12	3	27
Ncdn	377	793	450	751	966	1803
Nceh1	446	650	525	496	472	870
Ncf1	753	798	1074	196	108	226
Ncf2	416	353	523	243	164	307
Ncf4	58	40	135	18	18	35
Nck1	479	690	438	384	336	377
Nck2	281	284	417	183	127	141
Nckap1	5314	6548	4947	6695	7257	9587
Nckap1l	1431	997	2179	241	103	338
Nckap5	69	77	98	64	84	105
Nckap5l	113	120	89	82	65	128
Nckipsd	54	62	112	100	58	138
Ncl	5428	6389	5192	3769	3898	5182
Ncln	159	156	181	113	121	167
Ncmap	260	604	168	933	825	1187
Ncoa1	1518	1720	1309	1519	1570	1962
Ncoa2	2452	2844	2812	2348	2159	3351
Ncoa3	1723	2145	2045	1304	1013	1278
Ncoa4	3130	3025	3112	3562	3305	3415
Ncoa5	289	333	322	197	184	191
Ncoa6	3325	3625	3250	2664	2303	2984
Ncoa7	650	657	624	936	910	1655
Ncor1	5624	6754	6209	4790	4633	5506
Ncor2	2060	2737	2069	1195	1145	1754
Ncr1	38	19	45	4	13	12
Ncs1	145	149	199	185	200	292
Ncstn	883	984	1235	583	476	620
Nctc1	9	320	8	0	290	3
Ndc1	158	138	149	176	217	212
Ndc80	32	65	69	32	3	28
Nde1	373	368	246	210	144	173
Ndel1	254	281	302	267	269	361
Ndfip1	1392	1430	1470	1420	1345	2352
Ndfip2	537	551	486	778	786	1490
Ndn	195	223	172	404	429	579
Ndnf	248	356	275	588	324	676
Ndnl2	44	36	34	24	38	29
Ndor1	280	410	365	205	194	287
Ndp	37	44	32	94	95	178
Ndrg1	5226	5002	5322	7486	5724	8632
Ndrg2	8304	23857	6774	10072	16758	8913
Ndrg3	1111	1364	1252	1465	1579	1929
Ndrg4	6714	13686	5643	23281	29363	61427
Ndst1	2748	2826	2814	1889	1498	2178
Ndst2	521	420	566	276	193	324
Ndst3	521	586	738	265	242	675
Ndst4	45	77	37	214	241	483
Ndufa1	212	165	257	379	560	330
Ndufa10	550	617	544	1290	2192	1013
Ndufa11	59	56	78	105	134	110
Ndufa12	531	756	370	758	1618	866
Ndufa13	343	522	366	590	681	601
Ndufa2	279	287	277	376	483	353
Ndufa3	153	180	152	235	358	188
Ndufa4	509	505	633	1156	1866	1400
Ndufa4l2	0	5	8	4	1	1
Ndufa5	103	127	120	227	335	214
Ndufa6	101	135	108	172	221	155
Ndufa7	269	293	295	295	334	240
Ndufa8	142	169	230	211	372	203
Ndufa9	324	468	443	707	1165	600
Ndufab1	232	269	268	448	622	333
Ndufaf1	111	129	159	141	271	116
Ndufaf2	115	49	98	133	102	116
Ndufaf3	122	125	112	110	173	168
Ndufaf4	289	405	333	485	706	474
Ndufaf5	148	175	147	233	269	272
Ndufaf6	118	88	91	76	77	74
Ndufaf7	335	322	266	279	271	302
Ndufb10	169	247	157	243	270	242
Ndufb11	183	189	179	209	398	178
Ndufb2	92	114	87	119	130	125
Ndufb3	161	172	264	329	420	201
Ndufb4	233	290	308	300	464	314
Ndufb5	273	323	376	489	828	371
Ndufb6	116	148	138	219	297	245
Ndufb7	33	52	44	45	65	71
Ndufb8	294	191	292	483	774	402
Ndufb9	592	866	728	1221	2203	861
Ndufc1	187	161	201	317	406	247
Ndufc2	117	122	122	146	177	181
Ndufs1	688	833	686	1136	1681	999
Ndufs2	791	1105	916	1513	3059	1048
Ndufs3	309	367	275	447	658	357
Ndufs4	806	792	867	1022	1457	829
Ndufs5	0	0	0	0	0	0
Ndufs6	159	273	266	347	576	310
Ndufs7	169	231	210	230	379	211
Ndufs8	247	170	219	309	416	247
Ndufv1	171	231	202	411	638	239
Ndufv2	605	723	634	772	924	606
Ndufv3	162	200	163	254	374	308
Neat1	14512	16332	14499	16031	13267	14464
Neb	2227	60889	931	943	97245	1645
Nebl	176	256	106	250	384	668
Necab1	284	492	218	689	785	1776
Necab2	9	3	0	14	8	44
Necab3	55	148	113	423	232	990
Necap1	411	792	518	663	779	1385
Necap2	128	139	192	73	79	134
Nedd1	286	247	301	204	160	178
Nedd4	14709	16714	14601	12280	11298	12715
Nedd4l	2064	2934	2251	3109	3419	6460
Nedd8	183	255	324	285	314	426
Nedd9	681	859	786	796	536	841
Nefh	1136	2087	1133	3598	4095	10521
Nefl	7627	16597	7293	31197	31497	84593
Nefm	3311	6595	3154	12573	12979	36446
Negr1	1290	1113	1204	1231	795	976
Neil1	15	32	11	33	26	18
Neil2	40	95	33	24	33	38
Neil3	95	86	146	45	18	64
Nek1	1946	1912	1832	3056	2953	4799
Nek10	13	0	1	0	0	2
Nek11	0	25	10	21	10	35
Nek2	38	98	56	27	7	13
Nek3	77	132	101	55	100	102
Nek4	252	217	222	284	332	392
Nek5	3	9	1	6	7	3
Nek6	829	1035	1040	569	498	709
Nek7	3945	4839	4163	3381	3884	5229
Nek8	306	156	132	157	78	129
Nek9	2447	3234	2962	2345	2507	2541
Nelfa	497	643	658	466	399	460
Nelfb	347	414	466	278	313	494
Nelfcd	192	163	181	176	242	305
Nelfe	149	122	167	91	67	179
Nell1	0	2	0	55	106	16
Nell1os	0	0	0	4	0	0
Nell2	9	6	2	4	40	59
Nemf	2075	2164	1800	1520	1474	2106
Nenf	106	180	164	112	99	122
Neo1	833	1138	871	989	1113	1208
Nepn	0	0	1	2	19	0
Nes	3367	3178	3703	4012	3450	4625
Nespas	6	0	1	2	2	1
Net1	878	909	1136	2135	952	681
Neto1	76	118	87	144	123	340
Neto2	463	453	458	378	516	556
Neu1	380	336	409	315	275	566
Neu2	0	2	0	0	10	0
Neu3	408	412	385	275	249	369
Neu4	3	0	0	0	0	0
Neurl1a	68	119	120	58	233	118
Neurl1b	253	236	204	102	121	84
Neurl2	5	5	9	1	13	5
Neurl3	828	303	1253	101	37	142
Neurl4	349	572	457	377	324	491
Neurod1	0	3	0	5	9	25
Neurod2	0	0	0	0	0	0
Neurod4	0	0	0	0	0	0
Neurod6	0	0	0	1	0	1
Neurog1	0	0	0	0	3	5
Neurog2	0	0	0	0	0	0
Neurog3	0	0	0	7	3	22
Nexn	392	1459	325	437	1581	743
Nf1	4822	4586	4651	3340	3200	5175
Nf2	898	1229	808	722	679	768
Nfam1	444	314	778	90	35	70
Nfasc	1723	2639	1663	4679	3997	8359
Nfat5	7374	9100	7842	6590	6151	9018
Nfatc1	1128	1125	1336	730	595	729
Nfatc2	495	477	717	360	287	303
Nfatc2ip	175	186	139	118	105	138
Nfatc3	1612	1831	2009	1523	1282	1431
Nfatc4	94	130	56	21	46	31
Nfe2	19	7	10	0	3	16
Nfe2l1	3427	5062	4229	3989	5439	6070
Nfe2l2	2284	2652	2824	1730	1508	1933
Nfe2l3	224	312	182	104	123	163
Nfia	6680	9237	5848	6261	5763	5616
Nfib	2851	2971	2946	2001	2948	2171
Nfic	2960	3947	3275	2459	2724	3723
Nfil3	44	90	22	80	54	29
Nfix	1081	1595	1361	867	1167	915
Nfkb1	1229	1404	1640	752	631	752
Nfkb2	127	115	174	67	46	84
Nfkbia	172	239	155	217	114	156
Nfkbib	181	203	181	116	117	205
Nfkbid	15	15	54	11	21	4
Nfkbie	161	127	302	70	51	73
Nfkbil1	11	17	31	9	9	13
Nfkbiz	728	950	1167	352	282	325
Nfrkb	583	660	678	509	382	535
Nfs1	217	239	258	170	239	265
Nfu1	154	189	233	184	259	192
Nfx1	1167	1354	1162	911	771	1046
Nfxl1	826	549	762	230	174	356
Nfya	1346	1511	1403	915	686	1166
Nfyb	281	448	314	232	275	278
Nfyc	258	349	350	255	310	240
Ngb	2	3	10	4	13	11
Ngdn	125	163	144	100	75	102
Ngef	3	5	27	7	6	13
Ngf	177	160	112	29	24	54
Ngfr	1658	3257	1586	3208	3561	7739
Ngfrap1	67	141	87	138	176	367
Ngly1	885	842	811	816	779	796
Ngp	38	645	4	82	30	306
Ngrn	88	89	112	104	120	125
Nhej1	39	31	34	26	34	58
Nhlh1	0	0	0	0	3	0
Nhlh2	0	2	3	4	0	6
Nhlrc1	45	103	98	96	106	132
Nhlrc2	668	545	632	433	413	445
Nhlrc3	184	157	281	88	100	95
Nhlrc4	25	38	14	6	15	14
Nhp2	68	57	62	23	23	78
Nhp2l1	609	563	637	489	634	713
Nhs	213	360	207	188	221	288
Nhsl1	366	374	383	191	175	241
Nhsl2	1898	2729	1542	1726	1354	1386
Nicn1	283	405	257	309	446	821
Nid1	31405	37541	36213	16836	8446	13096
Nid2	1488	1265	1823	1087	732	1226
Nif3l1	113	137	139	131	67	160
Nifk	158	134	155	108	134	147
Nim1k	69	102	42	60	96	54
Nin	2261	2119	2075	1432	1031	1746
Ninj1	90	110	109	71	58	52
Ninj2	8	0	11	0	2	15
Ninl	84	86	55	44	70	115
Nip7	1465	1703	1424	1216	1107	1270
Nipa1	285	460	294	397	393	707
Nipa2	620	771	700	439	413	517
Nipal1	1181	649	601	405	159	275
Nipal2	155	237	86	169	177	435
Nipal3	345	744	289	835	1045	2478
Nipal4	8	2	4	17	9	0
Nipbl	6658	7591	6758	4862	3923	4879
Nipsnap1	73	113	127	93	158	259
Nipsnap3a	0	0	0	0	0	0
Nipsnap3b	252	148	238	197	190	252
Nisch	2561	3249	2606	2181	1883	2999
Nit1	115	94	62	82	101	58
Nit2	155	193	180	148	165	136
Nkain1	68	115	131	68	127	139
Nkain2	1986	1795	2026	1887	1566	2418
Nkain3	162	209	151	179	124	196
Nkain4	65	55	91	20	16	33
Nkap	716	928	724	560	526	684
Nkapl	17	7	20	8	16	4
Nkd1	92	72	116	155	151	203
Nkd2	2795	2247	3463	961	380	637
Nkg7	11	24	58	4	0	1
Nkiras1	369	426	358	387	405	720
Nkiras2	14	6	6	4	1	15
Nkpd1	0	0	2	6	3	0
Nkrf	276	284	286	314	329	467
Nktr	5089	5611	5202	3592	3238	4218
Nkx1-1	0	0	0	0	0	0
Nkx1-2	0	0	0	0	0	0
Nkx2-1	409	571	347	293	247	462
Nkx2-2	7	1	1	0	1	3
Nkx2-2os	1	1	1	4	0	11
Nkx2-3	0	0	0	0	0	0
Nkx2-4	0	0	0	0	0	0
Nkx2-5	0	0	0	0	0	0
Nkx2-6	0	0	0	0	0	0
Nkx2-9	15	6	0	32	4	0
Nkx3-1	0	0	0	0	0	0
Nkx3-2	4	0	0	0	0	0
Nkx6-1	0	0	0	1	0	1
Nkx6-2	0	4	0	2	1	0
Nkx6-3	0	0	0	0	1	0
Nle1	21	12	24	11	17	19
Nlgn1	125	95	34	166	103	258
Nlgn2	633	786	690	463	427	713
Nlgn3	1068	977	1142	993	709	1214
Nlk	1734	1766	1768	1680	1741	2606
Nln	270	144	319	240	222	173
Nlrc3	48	68	57	38	33	40
Nlrc4	66	80	142	23	12	11
Nlrc5	484	511	1045	186	172	286
Nlrp10	80	57	50	1	21	12
Nlrp12	18	4	7	1	0	20
Nlrp14	0	0	0	0	0	0
Nlrp1a	44	58	82	50	40	30
Nlrp1b	163	86	168	14	4	27
Nlrp1c-ps	0	0	0	0	0	0
Nlrp2	0	0	3	0	0	0
Nlrp3	95	72	137	35	15	10
Nlrp4a	0	0	0	0	0	0
Nlrp4b	0	0	0	0	0	0
Nlrp4c	9	1	0	0	5	0
Nlrp4e	0	0	0	0	0	0
Nlrp4f	0	0	2	0	6	2
Nlrp4g	2	0	0	3	2	0
Nlrp5	12	11	9	5	8	2
Nlrp5-ps	216	222	145	108	142	29
Nlrp6	0	5	0	2	0	3
Nlrp9a	0	0	0	0	0	0
Nlrp9b	0	0	0	0	0	0
Nlrp9c	0	0	0	0	0	0
Nlrx1	199	180	171	182	118	191
Nmb	54	142	11	186	223	528
Nmbr	0	3	1	0	1	0
Nmd3	615	633	576	482	465	568
Nme1	136	150	135	230	196	383
Nme2	229	344	404	257	353	343
Nme3	39	87	67	42	44	63
Nme4	38	12	56	13	15	8
Nme5	37	35	53	47	28	71
Nme6	55	110	66	18	48	34
Nme7	187	320	236	165	110	150
Nme8	0	1	0	0	3	1
Nme9	19	0	0	0	0	0
Nmi	117	110	228	107	66	104
Nmnat1	9	8	18	5	18	17
Nmnat2	569	631	522	644	583	1459
Nmnat3	113	87	124	97	227	33
Nmral1	70	70	67	27	23	50
Nmrk1	1887	1900	1771	1417	1406	1820
Nmrk2	83	156	71	49	617	80
Nms	0	0	0	0	0	0
Nmt1	341	363	368	293	290	328
Nmt2	800	897	705	802	1030	1217
Nmu	3	0	4	0	1	1
Nmur1	0	3	2	8	2	6
Nmur2	0	0	0	0	0	0
Nnat	104	80	136	111	130	112
Nnmt	38	11	81	98	44	20
Nnt	678	776	685	437	354	428
Noa1	149	253	194	153	272	287
Nob1	95	95	143	47	76	107
Nobox	1	5	0	0	0	0
Noc2l	226	291	284	234	167	274
Noc3l	484	792	498	452	441	604
Noc4l	46	96	107	50	96	89
Nod1	292	409	468	286	332	375
Nod2	15	21	40	9	28	11
Nodal	1	2	0	2	1	4
Nog	8	2	1	0	10	2
Nol10	578	521	546	468	424	622
Nol11	409	435	385	286	343	439
Nol12	58	90	96	78	50	105
Nol3	80	129	119	126	213	267
Nol4	4	15	3	25	43	71
Nol6	332	479	401	346	293	636
Nol7	429	531	477	420	355	376
Nol8	486	527	587	456	439	639
Nol9	207	338	400	231	196	278
Nolc1	177	231	264	221	281	275
Nom1	431	507	482	323	303	464
Nomo1	328	413	471	318	312	381
Nono	2087	2518	2373	1632	1305	2066
Nop10	93	108	94	141	139	239
Nop14	564	491	536	570	397	710
Nop16	143	156	119	106	77	183
Nop2	125	158	146	78	74	124
Nop56	1211	1416	1472	1120	929	1406
Nop58	471	391	630	413	304	516
Nop9	120	151	172	116	76	143
Nos1	3	67	3	29	111	85
Nos1ap	26	29	41	27	60	70
Nos2	0	5	3	22	10	2
Nos3	37	128	66	97	71	33
Nosip	178	274	268	171	179	226
Nostrin	121	124	239	64	30	49
Notch1	935	1203	1367	750	695	878
Notch2	3484	3188	4906	2515	2014	3135
Notch3	243	495	346	385	414	319
Notch4	123	346	117	147	162	139
Noto	0	0	0	0	0	0
Notum	1	1	0	1	1	0
Nov	1101	630	887	499	264	449
Nova1	762	832	749	572	231	380
Nova2	68	166	105	188	243	277
Nox1	0	0	0	0	1	0
Nox3	0	0	0	0	0	7
Nox4	363	633	343	184	57	81
Noxa1	0	0	0	0	0	11
Noxo1	19	38	37	8	7	18
Noxred1	10	3	13	36	18	23
Npas1	14	23	7	18	12	7
Npas2	78	46	35	27	16	52
Npas3	86	85	146	85	35	169
Npas4	2	5	5	0	2	5
Npat	768	1048	978	789	610	862
Npb	0	1	2	0	0	6
Npbwr1	0	0	0	0	0	0
Npc1	2219	2375	1960	1949	1848	2328
Npc1l1	0	10	7	7	12	6
Npc2	583	822	1119	573	508	532
Npcd	0	0	0	0	0	0
Npdc1	254	361	245	242	236	437
Npepl1	324	336	323	216	286	374
Npepps	1174	1618	1199	1261	1244	1827
Npff	30	11	1	4	14	23
Npffr1	0	0	0	0	0	0
Npffr2	2	0	0	5	0	4
Nphp1	216	190	169	139	120	102
Nphp3	677	584	545	301	368	498
Nphp4	31	38	32	37	46	61
Nphs1	312	391	376	219	212	309
Nphs1os	0	0	0	1	0	0
Nphs2	55	11	20	3	16	19
Npl	143	54	118	140	96	180
Nploc4	634	974	653	718	768	1010
Npm1	4229	5037	4895	2937	2582	3900
Npm2	4	13	8	15	8	2
Npm3	5	13	0	2	2	0
Npm3-ps1	0	0	0	0	0	0
Npnt	131	119	56	61	248	32
Nppa	4	7	28	17	12	12
Nppb	2	1	0	5	5	21
Nppc	2	1	0	7	6	0
Npr1	122	150	121	238	162	80
Npr2	799	885	579	671	671	990
Npr3	148	234	74	135	565	108
Nprl2	40	67	30	43	55	44
Nprl3	156	170	149	101	110	161
Nps	2	0	1	0	3	0
Npsr1	0	0	3	0	0	0
Nptn	1990	2164	2157	1685	1605	2388
Nptx1	168	494	92	475	474	1474
Nptx2	42	95	28	54	65	217
Nptxr	0	0	0	0	0	0
Npvf	0	0	0	0	0	0
Npw	0	0	0	0	1	0
Npy	3	26	57	0	0	1
Npy1r	765	980	790	684	453	776
Npy2r	29	70	16	121	96	439
Npy4r	0	0	1	1	0	0
Npy5r	0	4	0	0	0	5
Npy6r	0	2	0	0	0	0
Nqo1	14	53	42	36	67	87
Nqo2	1392	2221	1542	1041	1116	1593
Nr0b1	0	0	0	3	0	0
Nr0b2	0	0	0	3	0	0
Nr1d1	2950	3447	2674	2272	2637	2313
Nr1d2	2034	2984	2060	1655	1761	1851
Nr1h2	190	225	217	106	145	167
Nr1h3	174	260	138	220	114	100
Nr1h4	137	88	168	71	26	15
Nr1h5	1	1	1	0	3	2
Nr1i2	0	2	22	0	2	1
Nr1i3	15	2	0	7	5	5
Nr2c1	483	512	476	339	304	373
Nr2c2	1712	2045	1660	1279	1224	1621
Nr2c2ap	16	25	16	18	17	50
Nr2e1	7	8	5	4	2	10
Nr2e3	0	0	0	0	0	0
Nr2f1	85	66	90	45	68	76
Nr2f2	4736	7231	3452	3195	1978	2852
Nr2f6	50	66	63	51	34	56
Nr3c1	2344	1936	2794	2098	1930	1905
Nr3c2	426	352	305	458	447	563
Nr4a1	384	556	427	375	379	328
Nr4a2	727	613	702	1360	871	1340
Nr4a3	18	31	20	33	12	5
Nr5a1	0	0	0	0	0	0
Nr5a2	41	11	25	27	59	86
Nr6a1	320	253	246	322	310	371
Nradd	24	30	30	9	12	20
Nrap	94	2466	29	36	2203	36
Nrarp	19	45	48	26	80	105
Nras	3745	3860	3954	2483	2487	3247
Nrbf2	136	169	133	122	158	175
Nrbp1	854	1097	876	689	644	870
Nrbp2	3431	5105	3185	7106	5765	9374
Nrcam	869	956	931	1122	1144	2029
Nrd1	4814	5552	5394	3674	4212	4623
Nrde2	95	126	105	84	38	73
Nrep	648	533	891	326	617	594
Nrf1	580	657	675	446	391	541
Nrg1	187	303	268	620	667	1397
Nrg2	13	36	23	10	20	9
Nrg3	49	131	59	241	202	628
Nrg3os	2	4	7	18	35	43
Nrg4	279	38	278	1063	851	177
Nrgn	0	0	0	6	3	5
Nrip1	823	1189	989	822	619	702
Nrip2	46	72	31	91	82	102
Nrip3	198	353	248	437	430	1177
Nrk	18	9	2	23	7	6
Nrl	0	0	0	0	0	5
Nrm	199	227	229	78	80	164
Nrn1	766	837	818	1420	1087	2355
Nrn1l	0	8	7	4	6	13
Nron	544	550	556	487	319	457
Nrp	7	2	2	3	0	2
Nrp1	2187	2097	2684	1630	1748	1501
Nrp2	4365	5692	3789	4421	3689	5777
Nrros	554	498	1044	209	127	177
Nrsn1	11	79	15	83	116	321
Nrsn2	8	14	34	43	48	82
Nrtn	0	0	0	0	2	0
Nrxn1	594	1334	562	2182	2816	6018
Nrxn2	55	138	75	163	181	437
Nrxn3	133	309	110	240	461	931
Nsa2	1173	1477	1155	765	925	1084
Nsd1	9141	10142	9874	7073	6386	8740
Nsdhl	526	542	415	801	1020	1147
Nsf	884	1319	854	1840	2039	4071
Nsfl1c	437	443	433	398	343	498
Nsg1	64	45	50	69	59	121
Nsg2	55	164	139	389	298	731
Nsl1	458	530	568	377	327	418
Nsmaf	1312	1097	1476	662	664	937
Nsmce1	141	150	204	90	105	153
Nsmce2	616	726	673	643	550	744
Nsmce4a	161	233	164	98	116	154
Nsmf	329	462	403	407	345	467
Nsun2	485	520	606	359	467	557
Nsun3	312	258	328	256	292	296
Nsun4	213	197	201	89	161	99
Nsun5	68	89	99	58	85	104
Nsun6	155	152	160	143	99	179
Nsun7	30	67	41	39	14	19
Nt5c	95	143	116	92	93	122
Nt5c1a	3	8	7	0	7	0
Nt5c1b	1	2	0	2	3	2
Nt5c2	513	750	377	411	408	440
Nt5c3	214	321	301	226	196	216
Nt5c3b	47	60	108	74	48	107
Nt5dc1	301	310	367	175	227	267
Nt5dc2	13	62	30	3	8	20
Nt5dc3	473	661	477	434	505	615
Nt5e	1165	863	1223	597	269	518
Nt5m	113	184	144	133	182	223
Ntan1	251	334	270	234	213	267
Ntf3	2	1	0	4	4	5
Ntf5	0	0	0	0	0	0
Nthl1	29	25	15	41	25	37
Ntm	20	35	35	57	82	125
Ntmt1	35	39	47	34	17	45
Ntn1	876	790	1281	401	245	358
Ntn3	34	16	44	44	28	73
Ntn4	457	827	531	237	161	305
Ntn5	90	85	24	4	7	19
Ntng1	1920	1894	1516	1450	1348	2156
Ntng2	129	128	153	81	122	129
Ntpcr	144	95	123	48	50	92
Ntrk1	34	74	34	78	133	239
Ntrk2	9111	7741	8515	6277	5252	5025
Ntrk3	826	1173	530	1586	1831	2407
Nts	7	76	15	27	5	68
Ntsr1	0	0	0	0	3	1
Ntsr2	0	1	22	13	16	24
Nuak1	240	282	241	262	289	466
Nuak2	63	137	134	42	12	61
Nub1	330	411	358	228	299	418
Nubp1	68	63	95	49	35	84
Nubp2	72	78	125	70	99	119
Nubpl	95	65	65	68	135	74
Nucb1	934	939	1033	518	448	719
Nucb2	933	955	1298	331	291	340
Nucks1	3654	3497	3473	2565	2469	3163
Nudc	165	321	338	263	270	337
Nudcd1	162	200	143	173	185	189
Nudcd2	82	86	118	67	61	74
Nudcd3	895	1115	1233	776	879	926
Nudt1	46	6	27	14	33	30
Nudt10	8	27	9	33	25	52
Nudt11	4	8	7	32	37	86
Nudt12	65	53	62	158	254	106
Nudt13	207	195	273	236	229	167
Nudt14	35	6	8	8	24	4
Nudt15	46	35	22	39	76	51
Nudt16	538	528	690	429	368	506
Nudt16l1	53	44	52	31	60	88
Nudt17	43	42	62	26	31	28
Nudt18	48	47	33	52	82	73
Nudt19	81	135	167	164	242	155
Nudt2	33	19	29	30	49	65
Nudt21	251	227	243	143	201	234
Nudt22	63	39	47	27	38	48
Nudt3	502	527	551	626	622	837
Nudt4	2171	2301	2356	2358	3175	2643
Nudt5	75	126	125	98	96	89
Nudt6	1061	1081	844	580	373	562
Nudt7	320	250	272	420	426	144
Nudt8	10	9	7	5	17	7
Nudt9	305	422	398	352	332	397
Nuf2	15	37	56	31	5	29
Nufip1	298	279	203	187	156	166
Nufip2	4976	5576	5822	4323	3827	5347
Nuggc	0	0	0	0	0	0
Numa1	1363	1755	1462	1102	953	1282
Numb	992	1298	1218	1084	901	1283
Numbl	319	391	255	216	154	274
Nup107	240	282	286	191	272	314
Nup133	247	294	239	249	270	330
Nup153	1098	1185	1402	836	809	869
Nup155	1487	1555	1426	1205	1029	1466
Nup160	1020	995	972	718	644	901
Nup188	476	478	470	394	296	531
Nup205	501	510	470	281	351	396
Nup210	384	217	583	44	84	142
Nup210l	34	82	81	74	32	26
Nup214	1244	1612	1403	1057	926	1290
